transaction_id,account_id,account_number,customer_id,txn_date,txn_amount,transaction_type
TXN20022026031,ACC20022026032,0321021001,CUST20022026032,20-02-2026,4414,Debit
TXN20022026032,ACC20022026033,0331041001,CUST20022026033,20-02-2026,4020,Credit
TXN20022026033,ACC20022026034,0341021001,CUST20022026034,20-02-2026,4506,Debit
TXN20022026034,ACC20022026035,0351011001,CUST20022026035,20-02-2026,1433,Credit
TXN20022026035,ACC20022026036,0361051001,CUST20022026036,20-02-2026,2950,Credit
TXN20022026036,ACC20022026037,0371011001,CUST20022026037,20-02-2026,1959,Credit
TXN20022026037,ACC20022026038,0381051001,CUST20022026038,20-02-2026,1203,Credit
TXN20022026038,ACC20022026039,0391041001,CUST20022026039,20-02-2026,1798,Debit
TXN20022026039,ACC20022026040,0401031001,CUST20022026040,20-02-2026,4644,Debit
TXN20022026040,ACC20022026041,0411011001,CUST20022026041,20-02-2026,4503,Credit
TXN20022026041,ACC20022026042,0421011001,CUST20022026042,20-02-2026,1359,Debit
TXN20022026042,ACC20022026043,0431021001,CUST20022026043,20-02-2026,3094,Credit
TXN20022026043,ACC20022026044,0441031001,CUST20022026044,20-02-2026,2321,Debit
TXN20022026044,ACC20022026045,0451051001,CUST20022026045,20-02-2026,2016,Credit
TXN20022026045,ACC20022026046,0461051001,CUST20022026046,20-02-2026,2405,Credit
TXN20022026046,ACC20022026047,0471041001,CUST20022026047,20-02-2026,1630,Credit
TXN20022026047,ACC20022026048,0481011001,CUST20022026048,20-02-2026,2109,Debit
TXN20022026048,ACC20022026049,0491041001,CUST20022026049,20-02-2026,2495,Debit
TXN20022026049,ACC20022026050,0501041001,CUST20022026050,20-02-2026,3182,Debit
TXN20022026050,ACC20022026051,0511041001,CUST20022026051,20-02-2026,731,Debit
TXN20022026051,ACC20022026052,0521051001,CUST20022026052,20-02-2026,745,Credit
TXN20022026052,ACC20022026053,0531021001,CUST20022026053,20-02-2026,3215,Debit
TXN20022026053,ACC20022026054,0541021001,CUST20022026054,20-02-2026,1667,Debit
TXN20022026054,ACC20022026055,0551051001,CUST20022026055,20-02-2026,3031,Debit
TXN20022026055,ACC20022026056,0561051001,CUST20022026056,20-02-2026,3810,Debit
TXN20022026056,ACC20022026057,0571011001,CUST20022026057,20-02-2026,4733,Debit
TXN20022026057,ACC20022026058,0581041001,CUST20022026058,20-02-2026,4069,Credit
TXN20022026058,ACC20022026059,0591011001,CUST20022026059,20-02-2026,4934,Debit
TXN20022026059,ACC20022026060,0601041001,CUST20022026060,20-02-2026,2922,Debit
TXN20022026060,ACC20022026061,0611041001,CUST20022026061,20-02-2026,4135,Credit
TXN20022026061,ACC20022026062,0621041001,CUST20022026062,20-02-2026,3945,Credit
TXN20022026062,ACC20022026063,0631051001,CUST20022026063,20-02-2026,1161,Credit
TXN20022026063,ACC20022026064,0641051001,CUST20022026064,20-02-2026,2439,Credit
TXN20022026064,ACC20022026065,0651041001,CUST20022026065,20-02-2026,4746,Credit
TXN20022026065,ACC20022026066,0661041001,CUST20022026066,20-02-2026,1013,Credit
TXN20022026066,ACC20022026067,0671011001,CUST20022026067,20-02-2026,1451,Debit
TXN20022026067,ACC20022026068,0681051001,CUST20022026068,20-02-2026,1152,Debit
TXN20022026068,ACC20022026069,0691051001,CUST20022026069,20-02-2026,2657,Debit
TXN20022026069,ACC20022026070,0701021001,CUST20022026070,20-02-2026,4945,Debit
TXN20022026070,ACC20022026071,0711031001,CUST20022026071,20-02-2026,4998,Debit
TXN20022026071,ACC20022026072,0721021001,CUST20022026072,20-02-2026,1945,Debit
TXN20022026072,ACC20022026073,0731031001,CUST20022026073,20-02-2026,4369,Credit
TXN20022026073,ACC20022026074,0741011001,CUST20022026074,20-02-2026,2324,Credit
TXN20022026074,ACC20022026075,0751041001,CUST20022026075,20-02-2026,3989,Debit
TXN20022026075,ACC20022026076,0761011001,CUST20022026076,20-02-2026,1560,Credit
TXN20022026076,ACC20022026077,0771051001,CUST20022026077,20-02-2026,1653,Credit
TXN20022026077,ACC20022026078,0781031001,CUST20022026078,20-02-2026,876,Debit
TXN20022026078,ACC20022026079,0791051001,CUST20022026079,20-02-2026,1015,Debit
TXN20022026079,ACC20022026080,0801041001,CUST20022026080,20-02-2026,2234,Debit
TXN20022026080,ACC20022026081,0811051001,CUST20022026081,20-02-2026,1387,Debit
TXN20022026081,ACC20022026082,0821051001,CUST20022026082,20-02-2026,4994,Credit
TXN20022026082,ACC20022026083,0831041001,CUST20022026083,20-02-2026,2129,Debit
TXN20022026083,ACC20022026084,0841021001,CUST20022026084,20-02-2026,4151,Debit
TXN20022026084,ACC20022026085,0851051001,CUST20022026085,20-02-2026,1629,Debit
TXN20022026085,ACC20022026086,0861041001,CUST20022026086,20-02-2026,3884,Credit
TXN20022026086,ACC20022026087,0871031001,CUST20022026087,20-02-2026,2341,Credit
TXN20022026087,ACC20022026088,0881051001,CUST20022026088,20-02-2026,4666,Debit
TXN20022026088,ACC20022026089,0891041001,CUST20022026089,20-02-2026,953,Credit
TXN20022026089,ACC20022026090,0901011001,CUST20022026090,20-02-2026,3405,Debit
TXN20022026090,ACC20022026091,0911031001,CUST20022026091,20-02-2026,1798,Debit
TXN20022026091,ACC20022026092,0921051001,CUST20022026092,20-02-2026,4858,Debit
TXN20022026092,ACC20022026093,0931031001,CUST20022026093,20-02-2026,3418,Debit
TXN20022026093,ACC20022026094,0941021001,CUST20022026094,20-02-2026,3982,Debit
TXN20022026094,ACC20022026095,0951011001,CUST20022026095,20-02-2026,856,Debit
TXN20022026095,ACC20022026096,0961011001,CUST20022026096,20-02-2026,2014,Credit
TXN20022026096,ACC20022026097,0971041001,CUST20022026097,20-02-2026,782,Debit
TXN20022026097,ACC20022026098,0981031001,CUST20022026098,20-02-2026,1178,Credit
TXN20022026098,ACC20022026099,0991041001,CUST20022026099,20-02-2026,4513,Debit
TXN20022026099,ACC20022026100,1001051001,CUST20022026100,20-02-2026,1620,Credit
