transaction_id,account_id,account_number,customer_id,txn_date,txn_amount,transaction_type
TXN20022026042,ACC20022026043,0431021001,CUST20022026043,20-02-2026,1318,Debit
TXN20022026043,ACC20022026044,0441031001,CUST20022026044,20-02-2026,3213,Debit
TXN20022026044,ACC20022026045,0451041001,CUST20022026045,20-02-2026,876,Credit
TXN20022026045,ACC20022026046,0461041001,CUST20022026046,20-02-2026,1678,Credit
TXN20022026046,ACC20022026047,0471011001,CUST20022026047,20-02-2026,4824,Credit
TXN20022026047,ACC20022026048,0481021001,CUST20022026048,20-02-2026,3173,Credit
TXN20022026048,ACC20022026049,0491051001,CUST20022026049,20-02-2026,1357,Credit
TXN20022026049,ACC20022026050,0501051001,CUST20022026050,20-02-2026,2496,Debit
TXN20022026050,ACC20022026051,0511031001,CUST20022026051,20-02-2026,3926,Debit
TXN20022026051,ACC20022026052,0521021001,CUST20022026052,20-02-2026,3394,Credit
TXN20022026052,ACC20022026053,0531011001,CUST20022026053,20-02-2026,832,Credit
TXN20022026053,ACC20022026054,0541051001,CUST20022026054,20-02-2026,3027,Credit
TXN20022026054,ACC20022026055,0551011001,CUST20022026055,20-02-2026,2949,Credit
TXN20022026055,ACC20022026056,0561041001,CUST20022026056,20-02-2026,1051,Debit
TXN20022026056,ACC20022026057,0571041001,CUST20022026057,20-02-2026,2002,Debit
TXN20022026057,ACC20022026058,0581051001,CUST20022026058,20-02-2026,4386,Debit
TXN20022026058,ACC20022026059,0591051001,CUST20022026059,20-02-2026,2942,Credit
TXN20022026059,ACC20022026060,0601041001,CUST20022026060,20-02-2026,3786,Credit
TXN20022026060,ACC20022026061,0611041001,CUST20022026061,20-02-2026,1899,Credit
TXN20022026061,ACC20022026062,0621011001,CUST20022026062,20-02-2026,4239,Debit
TXN20022026062,ACC20022026063,0631041001,CUST20022026063,20-02-2026,3682,Credit
TXN20022026063,ACC20022026064,0641031001,CUST20022026064,20-02-2026,2581,Debit
TXN20022026064,ACC20022026065,0651021001,CUST20022026065,20-02-2026,2609,Credit
TXN20022026065,ACC20022026066,0661021001,CUST20022026066,20-02-2026,1491,Credit
TXN20022026066,ACC20022026067,0671031001,CUST20022026067,20-02-2026,3050,Debit
TXN20022026067,ACC20022026068,0681021001,CUST20022026068,20-02-2026,4509,Credit
TXN20022026068,ACC20022026069,0691021001,CUST20022026069,20-02-2026,2460,Debit
TXN20022026069,ACC20022026070,0701021001,CUST20022026070,20-02-2026,914,Credit
TXN20022026070,ACC20022026071,0711021001,CUST20022026071,20-02-2026,938,Credit
TXN20022026071,ACC20022026072,0721051001,CUST20022026072,20-02-2026,3657,Credit
TXN20022026072,ACC20022026073,0731041001,CUST20022026073,20-02-2026,803,Debit
TXN20022026073,ACC20022026074,0741021001,CUST20022026074,20-02-2026,1969,Credit
TXN20022026074,ACC20022026075,0751051001,CUST20022026075,20-02-2026,1606,Credit
TXN20022026075,ACC20022026076,0761041001,CUST20022026076,20-02-2026,758,Credit
TXN20022026076,ACC20022026077,0771011001,CUST20022026077,20-02-2026,2388,Credit
TXN20022026077,ACC20022026078,0781021001,CUST20022026078,20-02-2026,846,Debit
TXN20022026078,ACC20022026079,0791031001,CUST20022026079,20-02-2026,2449,Debit
TXN20022026079,ACC20022026080,0801051001,CUST20022026080,20-02-2026,1637,Debit
TXN20022026080,ACC20022026081,0811021001,CUST20022026081,20-02-2026,1430,Credit
TXN20022026081,ACC20022026082,0821021001,CUST20022026082,20-02-2026,667,Debit
TXN20022026082,ACC20022026083,0831041001,CUST20022026083,20-02-2026,2757,Credit
TXN20022026083,ACC20022026084,0841031001,CUST20022026084,20-02-2026,606,Debit
TXN20022026084,ACC20022026085,0851021001,CUST20022026085,20-02-2026,877,Debit
TXN20022026085,ACC20022026086,0861041001,CUST20022026086,20-02-2026,2902,Credit
TXN20022026086,ACC20022026087,0871031001,CUST20022026087,20-02-2026,4941,Debit
TXN20022026087,ACC20022026088,0881041001,CUST20022026088,20-02-2026,3710,Credit
TXN20022026088,ACC20022026089,0891021001,CUST20022026089,20-02-2026,3109,Credit
TXN20022026089,ACC20022026090,0901051001,CUST20022026090,20-02-2026,2588,Credit
TXN20022026090,ACC20022026091,0911021001,CUST20022026091,20-02-2026,2568,Credit
TXN20022026091,ACC20022026092,0921011001,CUST20022026092,20-02-2026,891,Debit
TXN20022026092,ACC20022026093,0931011001,CUST20022026093,20-02-2026,3002,Debit
TXN20022026093,ACC20022026094,0941011001,CUST20022026094,20-02-2026,2536,Debit
TXN20022026094,ACC20022026095,0951041001,CUST20022026095,20-02-2026,1729,Debit
TXN20022026095,ACC20022026096,0961021001,CUST20022026096,20-02-2026,2094,Credit
TXN20022026096,ACC20022026097,0971031001,CUST20022026097,20-02-2026,4315,Debit
TXN20022026097,ACC20022026098,0981051001,CUST20022026098,20-02-2026,706,Credit
TXN20022026098,ACC20022026099,0991021001,CUST20022026099,20-02-2026,3785,Credit
TXN20022026099,ACC20022026100,1001041001,CUST20022026100,20-02-2026,4349,Credit
