customer_id,name,dob,phone,email,address
CUST20022026047,Nabil Singh Khan,12-07-1984,6541454302,nabil.singh.khan@bank.com,City_47
CUST20022026048,Farhan Manoj Mehta,11-02-1998,9460890183,farhan.manoj.mehta@bank.com,City_48
CUST20022026049,Fatima Raj Malik,22-04-1971,8687143185,fatima.raj.malik@bank.com,City_49
CUST20022026050,Kavita Raj Gupta,22-11-1983,6655796732,kavita.raj.gupta@bank.com,City_50
CUST20022026051,Imran George Chopra,22-02-1989,6386450637,imran.george.chopra@bank.com,City_51
CUST20022026052,Pooja Raj Roy,23-11-1974,8634469618,pooja.raj.roy@bank.com,City_52
CUST20022026053,Nabil George Khan,07-06-1980,9105780246,nabil.george.khan@bank.com,City_53
CUST20022026054,Sneha Anand Das,12-10-1981,7221649020,sneha.anand.das@bank.com,City_54
CUST20022026055,Priya Joseph Fernandes,23-06-1971,9477409096,priya.joseph.fernandes@bank.com,City_55
CUST20022026056,Sana Rani D'Souza,03-01-2001,6255480311,sana.rani.d'souza@bank.com,City_56
CUST20022026057,Farhan Kumar Iyer,22-08-1983,8801394399,farhan.kumar.iyer@bank.com,City_57
CUST20022026058,Meera Rakesh Nair,24-06-1976,6814271908,meera.rakesh.nair@bank.com,City_58
CUST20022026059,Syed Fatima Khan,28-08-1976,8616346784,syed.fatima.khan@bank.com,City_59
CUST20022026060,Imran Nabil Reddy,29-08-1971,6312078688,imran.nabil.reddy@bank.com,City_60
CUST20022026061,Anil George Iyer,24-08-1985,6263299460,anil.george.iyer@bank.com,City_61
CUST20022026062,Neha Fatima Reddy,19-02-1993,9855246777,neha.fatima.reddy@bank.com,City_62
CUST20022026063,Kavita Rani Mehta,26-07-1990,9702238230,kavita.rani.mehta@bank.com,City_63
CUST20022026064,Meera Shahid Bose,04-09-1982,7427786747,meera.shahid.bose@bank.com,City_64
CUST20022026065,Arjun Rakesh Das,17-01-1986,9175827739,arjun.rakesh.das@bank.com,City_65
CUST20022026066,Sana Iqbal Bhatt,24-12-1973,9557352274,sana.iqbal.bhatt@bank.com,City_66
CUST20022026067,Meera Rakesh Chatterjee,04-05-1974,8135149668,meera.rakesh.chatterjee@bank.com,City_67
CUST20022026068,Neha Manoj Chatterjee,26-03-1982,9780382482,neha.manoj.chatterjee@bank.com,City_68
CUST20022026069,Meera Anand Khan,29-09-2001,9583672971,meera.anand.khan@bank.com,City_69
CUST20022026070,Rohan George Reddy,27-10-2001,7880781745,rohan.george.reddy@bank.com,City_70
CUST20022026071,Pooja George Ahmed,15-01-1975,9333207558,pooja.george.ahmed@bank.com,City_71
CUST20022026072,Rahul Suresh Bhatt,09-01-1996,8895324971,rahul.suresh.bhatt@bank.com,City_72
CUST20022026073,Rahul Raj Chopra,19-11-1970,7893918530,rahul.raj.chopra@bank.com,City_73
CUST20022026074,Neha Ali Chopra,11-08-1989,9783515157,neha.ali.chopra@bank.com,City_74
CUST20022026075,Vikram Shahid Verma,26-08-1996,8234456351,vikram.shahid.verma@bank.com,City_75
CUST20022026076,Zara Joseph Khan,20-12-1999,8096568992,zara.joseph.khan@bank.com,City_76
CUST20022026077,Arjun Prasad Chopra,27-10-1973,9820944614,arjun.prasad.chopra@bank.com,City_77
CUST20022026078,Priya Joseph Sharma,01-04-1995,6749984023,priya.joseph.sharma@bank.com,City_78
CUST20022026079,Anil Devi Reddy,07-11-1996,6656624767,anil.devi.reddy@bank.com,City_79
CUST20022026080,Meera Ali Chopra,25-12-1984,8356052653,meera.ali.chopra@bank.com,City_80
CUST20022026081,Neha Iqbal Sharma,21-07-1979,6804035755,neha.iqbal.sharma@bank.com,City_81
CUST20022026082,Rahul Anand Ahmed,30-01-1986,9757940851,rahul.anand.ahmed@bank.com,City_82
CUST20022026083,Rohan Ali Kapoor,08-02-2000,8722905829,rohan.ali.kapoor@bank.com,City_83
CUST20022026084,Vikram Rani Ahmed,07-07-1982,7376608786,vikram.rani.ahmed@bank.com,City_84
CUST20022026085,Meera Lakshmi Roy,24-04-1996,9364875776,meera.lakshmi.roy@bank.com,City_85
CUST20022026086,Priya Manoj Iyer,23-07-1982,7768728005,priya.manoj.iyer@bank.com,City_86
CUST20022026087,Anil Ahmed Verma,25-06-2001,7535833790,anil.ahmed.verma@bank.com,City_87
CUST20022026088,Imran Devi D'Souza,03-11-2001,6802490870,imran.devi.d'souza@bank.com,City_88
CUST20022026089,Kavita Kumar Reddy,02-05-1990,8454132125,kavita.kumar.reddy@bank.com,City_89
CUST20022026090,Farhan George Chopra,22-04-1996,7044642332,farhan.george.chopra@bank.com,City_90
CUST20022026091,Zara Hussain Bhatt,23-02-1991,9529179250,zara.hussain.bhatt@bank.com,City_91
CUST20022026092,Imran Rakesh Gupta,16-12-1998,7741311037,imran.rakesh.gupta@bank.com,City_92
CUST20022026093,Farhan Joseph Bose,13-09-1978,6254105133,farhan.joseph.bose@bank.com,City_93
CUST20022026094,Sana George Sharma,21-10-1979,6283974292,sana.george.sharma@bank.com,City_94
CUST20022026095,Priya Nabil Iyer,01-10-1999,6412699450,priya.nabil.iyer@bank.com,City_95
CUST20022026096,Sneha Nabil Patel,23-06-2000,8561004127,sneha.nabil.patel@bank.com,City_96
CUST20022026097,Farhan Iqbal Gupta,08-01-1983,8697096497,farhan.iqbal.gupta@bank.com,City_97
CUST20022026098,Nabil Prasad Malik,19-02-1994,7902052253,nabil.prasad.malik@bank.com,City_98
CUST20022026099,Priya Prasad Mehta,02-08-1987,7783799137,priya.prasad.mehta@bank.com,City_99
CUST20022026100,Sana Suresh Verma,08-08-1991,6824192132,sana.suresh.verma@bank.com,City_100
