customer_id,name,dob,phone,email,address,create_tsp
CUS20260305_00032,Arjun Singh,1968-08-26,8935680972,arjun.singh32@bank.com,"Aundh, Pune",2026-03-05 17:09:58
CUS20260305_00033,Vikram Bose,2008-03-08,9379159599,vikram.bose33@bank.com,"Pimpri, Pune",2026-03-05 17:09:58
CUS20260305_00034,Anil D'Souza,2003-04-21,7195979791,anil.dsouza34@bank.com,"Shivaji Nagar, Pune",2026-03-05 17:09:58
CUS20260305_00035,Neha Bose,2000-04-11,7626361005,neha.bose35@bank.com,"Chinchwad, Pune",2026-03-05 17:09:58
CUS20260305_00036,Rani Gupta,1983-06-02,9610598378,rani.gupta36@bank.com,"Viman Nagar, Pune",2026-03-05 17:09:58
CUS20260305_00037,Vikram Bose,1988-06-04,9135439680,vikram.bose37@bank.com,"Hinjewadi, Pune",2026-03-05 17:09:58
CUS20260305_00038,Vikram Singh,2002-10-16,6506644270,vikram.singh38@bank.com,"Kharadi, Pune",2026-03-05 17:09:58
CUS20260305_00039,Fatima Bhatt,2008-09-10,8667728529,fatima.bhatt39@bank.com,"Aundh, Pune",2026-03-05 17:09:58
CUS20260305_00040,Priya Singh,2001-08-23,6824268529,priya.singh40@bank.com,"Kharadi, Pune",2026-03-05 17:09:58
CUS20260305_00041,Lakshmi Joshi,1996-08-02,9339350280,lakshmi.joshi41@bank.com,"Wakad, Pune",2026-03-05 17:09:58
CUS20260305_00042,Suresh Bose,1968-11-28,7668306965,suresh.bose42@bank.com,"Kothrud, Pune",2026-03-05 17:09:58
CUS20260305_00043,Arjun Iyer,1984-07-03,8826035901,arjun.iyer43@bank.com,"Hadapsar, Pune",2026-03-05 17:09:58
CUS20260305_00044,Arjun Sharma,1998-05-17,9671704009,arjun.sharma44@bank.com,"Hadapsar, Pune",2026-03-05 17:09:58
CUS20260305_00045,Meera Iyer,1973-12-11,9744882449,meera.iyer45@bank.com,"Viman Nagar, Pune",2026-03-05 17:09:58
CUS20260305_00046,Fatima Joshi,1971-01-03,7493825191,fatima.joshi46@bank.com,"Kharadi, Pune",2026-03-05 17:09:58
CUS20260305_00047,Rani Bhatt,1998-01-26,9507437293,rani.bhatt47@bank.com,"Chinchwad, Pune",2026-03-05 17:09:58
CUS20260305_00048,Lakshmi Sharma,2007-03-12,9075040720,lakshmi.sharma48@bank.com,"Kothrud, Pune",2026-03-05 17:09:58
CUS20260305_00049,Rani Khan,1969-11-21,9496692869,rani.khan49@bank.com,"Hinjewadi, Pune",2026-03-05 17:09:58
CUS20260305_00050,Rani Joshi,1986-02-18,6830829956,rani.joshi50@bank.com,"Baner, Pune",2026-03-05 17:09:58
