account_id,customer_id,account_number,branch_id,account_type,create_tsp
ACC20260316_00036,CUS20260316_00036,8956686681,BR109,Current,2026-03-16 08:15:39
ACC20260316_00037,CUS20260316_00037,5247042878,BR104,Current,2026-03-16 08:15:39
ACC20260316_00038,CUS20260316_00038,4320988369,BR103,Savings,2026-03-16 08:15:39
ACC20260316_00039,CUS20260316_00039,9306230425,BR104,Current,2026-03-16 08:15:39
ACC20260316_00040,CUS20260316_00040,8955287897,BR102,Current,2026-03-16 08:15:39
ACC20260316_00041,CUS20260316_00041,2844675465,BR106,Current,2026-03-16 08:15:39
ACC20260316_00042,CUS20260316_00042,3239697417,BR109,Savings,2026-03-16 08:15:39
ACC20260316_00043,CUS20260316_00043,3538824460,BR109,Savings,2026-03-16 08:15:39
ACC20260316_00044,CUS20260316_00044,2192171742,BR101,Savings,2026-03-16 08:15:39
ACC20260316_00045,CUS20260316_00045,9765721025,BR109,Savings,2026-03-16 08:15:39
ACC20260316_00046,CUS20260316_00046,9085916847,BR106,Savings,2026-03-16 08:15:39
ACC20260316_00047,CUS20260316_00047,2130900213,BR110,Current,2026-03-16 08:15:39
ACC20260316_00048,CUS20260316_00048,7350367279,BR105,Current,2026-03-16 08:15:39
ACC20260316_00049,CUS20260316_00049,1014264790,BR106,Savings,2026-03-16 08:15:39
ACC20260316_00050,CUS20260316_00050,7246818719,BR105,Savings,2026-03-16 08:15:39
ACC20260316_00051,CUS20260316_00051,4732795955,BR109,Savings,2026-03-16 08:15:39
ACC20260316_00052,CUS20260316_00052,1869161397,BR108,Current,2026-03-16 08:15:39
ACC20260316_00053,CUS20260316_00053,8264031359,BR101,Savings,2026-03-16 08:15:39
ACC20260316_00054,CUS20260316_00054,7668918056,BR109,Savings,2026-03-16 08:15:39
ACC20260316_00055,CUS20260316_00055,4999359780,BR107,Savings,2026-03-16 08:15:39
ACC20260316_00056,CUS20260316_00056,1817205947,BR109,Current,2026-03-16 08:15:39
ACC20260316_00057,CUS20260316_00057,5261557680,BR110,Current,2026-03-16 08:15:39
ACC20260316_00058,CUS20260316_00058,6692448466,BR108,Savings,2026-03-16 08:15:39
ACC20260316_00059,CUS20260316_00059,6196632258,BR101,Current,2026-03-16 08:15:39
ACC20260316_00060,CUS20260316_00060,1184663560,BR105,Current,2026-03-16 08:15:39
ACC20260316_00061,CUS20260316_00061,5463042966,BR109,Current,2026-03-16 08:15:39
ACC20260316_00062,CUS20260316_00062,1929023875,BR107,Savings,2026-03-16 08:15:39
ACC20260316_00063,CUS20260316_00063,6115743109,BR106,Savings,2026-03-16 08:15:39
ACC20260316_00064,CUS20260316_00064,7333373928,BR108,Current,2026-03-16 08:15:39
ACC20260316_00065,CUS20260316_00065,1524281857,BR107,Current,2026-03-16 08:15:39
ACC20260316_00066,CUS20260316_00066,4933746481,BR110,Current,2026-03-16 08:15:39
ACC20260316_00067,CUS20260316_00067,2558192059,BR107,Savings,2026-03-16 08:15:39
