account_id,customer_id,account_number,branch_id,account_type,create_tsp
ACC20260311_00033,CUS20260311_00033,1361433204,BR106,Current,2026-03-11 13:33:31
ACC20260311_00034,CUS20260311_00034,1800271311,BR102,Current,2026-03-11 13:33:31
ACC20260311_00035,CUS20260311_00035,5044454387,BR101,Savings,2026-03-11 13:33:31
ACC20260311_00036,CUS20260311_00036,2975313148,BR103,Savings,2026-03-11 13:33:31
ACC20260311_00037,CUS20260311_00037,9116089501,BR109,Savings,2026-03-11 13:33:31
ACC20260311_00038,CUS20260311_00038,8717976188,BR102,Savings,2026-03-11 13:33:31
ACC20260311_00039,CUS20260311_00039,7347296751,BR102,Savings,2026-03-11 13:33:31
ACC20260311_00040,CUS20260311_00040,6739675692,BR106,Savings,2026-03-11 13:33:31
ACC20260311_00041,CUS20260311_00041,9140525689,BR110,Current,2026-03-11 13:33:31
ACC20260311_00042,CUS20260311_00042,9457028781,BR109,Savings,2026-03-11 13:33:31
ACC20260311_00043,CUS20260311_00043,5186016496,BR108,Savings,2026-03-11 13:33:31
ACC20260311_00044,CUS20260311_00044,5931891468,BR103,Current,2026-03-11 13:33:31
ACC20260311_00045,CUS20260311_00045,9877891750,BR102,Savings,2026-03-11 13:33:31
ACC20260311_00046,CUS20260311_00046,9958845861,BR108,Savings,2026-03-11 13:33:31
ACC20260311_00047,CUS20260311_00047,9831174182,BR106,Current,2026-03-11 13:33:31
ACC20260311_00048,CUS20260311_00048,3956558276,BR101,Current,2026-03-11 13:33:31
ACC20260311_00049,CUS20260311_00049,8917517836,BR104,Savings,2026-03-11 13:33:31
ACC20260311_00050,CUS20260311_00050,9424867919,BR104,Savings,2026-03-11 13:33:31
ACC20260311_00051,CUS20260311_00051,4467633915,BR104,Current,2026-03-11 13:33:31
ACC20260311_00052,CUS20260311_00052,3394082522,BR101,Savings,2026-03-11 13:33:31
ACC20260311_00053,CUS20260311_00053,6306784408,BR107,Current,2026-03-11 13:33:31
ACC20260311_00054,CUS20260311_00054,9636147927,BR110,Savings,2026-03-11 13:33:31
ACC20260311_00055,CUS20260311_00055,3149826378,BR102,Savings,2026-03-11 13:33:31
ACC20260311_00056,CUS20260311_00056,6467050496,BR101,Savings,2026-03-11 13:33:31
ACC20260311_00057,CUS20260311_00057,9301670272,BR103,Savings,2026-03-11 13:33:31
ACC20260311_00058,CUS20260311_00058,9297082018,BR103,Savings,2026-03-11 13:33:31
ACC20260311_00059,CUS20260311_00059,1838563971,BR105,Current,2026-03-11 13:33:31
ACC20260311_00060,CUS20260311_00060,9655289483,BR103,Current,2026-03-11 13:33:31
ACC20260311_00061,CUS20260311_00061,5797292672,BR107,Current,2026-03-11 13:33:31
ACC20260311_00062,CUS20260311_00062,9303388334,BR110,Current,2026-03-11 13:33:31
ACC20260311_00063,CUS20260311_00063,3528226947,BR106,Current,2026-03-11 13:33:31
